Name,Occupation,POY,Cover #,Year,Order
Jesse H. Jones,Politics & Gov,N,561,1934,582
James Joyce,Author,N,562,1934,583
James B. Conant,Politics & Gov,N,563,1934,584
Klimentiy Voroshilov,Military,N,564,1934,585
Harry L. Hopkins,Politics & Gov,N,565,1934,586
Richard Whitney,Arts,N,566,1934,587
Emperor Henry Pu Yi,Royalty,N,567,1934,588
Gaston Doumergue,Politics & Gov,N,568,1934,589
Robert F. Wagner,Politics & Gov,N,569,1934,590
George Arliss,Theater,N,570,1934,591
Arturo Toscanini,Music,N,571,1934,592
Vincent Astor,Business,N,572,1934,593
Sir Arthur Eddington,Science,N,573,1934,594
Errett Lobban Cord,Business,N,574,1934,595
Robert Lee Doughton,Politics & Gov,N,575,1934,596
Edward R. Bradley,Sports,N,576,1934,597
Samuel Insull,Business,N,577,1934,598
Koki Hirota,Politics & Gov,N,578,1934,599
Irving Berlin,Theater,N,579,1934,600
Joseph M. Reeves,Military,N,580,1934,601
Thomas C. Mann,Author,N,581,1934,602
Harold Willis Dodds,Author,N,582,1934,603
Rexford G. Tugwell,Politics & Gov,N,583,1934,604
Mohammad Reza Pahlavi,Royalty,N,584,1934,605
Vernon Gomez,Sports,N,585,1934,606
Paul von Hindenburg,Politics & Gov,N,586,1934,607
Joseph B. Poindexter,Politics & Gov,N,587,1934,608
James Farley,Politics & Gov,N,588,1934,609
Kurt Schmitt,Science,N,589,1934,610
Elsa Schiaparelli,Fashion,N,590,1934,611
Cavalcade,Sports,N,591,1934,612
Cecil B. DeMille,Entertainment,N,592,1934,613
Fred Perry,Sports,N,593,1934,614
Donald Richberg,Politics & Gov,N,594,1934,615
Henry Morgenthau Jr,Politics & Gov,N,595,1934,616
Louis Barthou,Author,N,596,1934,617
Henry N. MacCracken,Education,N,597,1934,618
Helen Reid,Business,N,598,1934,619
Reverend James Perry,Religion,N,599,1934,620
Upton Sinclair,Author,N,600,1934,621
Roscoe Turner,Aviation,N,601,1934,622
Henry P. Fletcher,Business,N,602,1934,623
Joseph C. Grew,Politics & Gov,N,603,1934,624
Robert M. La Follette Jr,Politics & Gov,N,604,1934,625
Benjamin N. Cardozo,Politics & Gov,N,605,1934,626
Lazaro Cardenas,Military,N,606,1934,627
Maxwell Anderson,Author,N,607,1934,628
Thomas Hart Benton,Arts,N,608,1934,629
Herbert H. Lehman,Politics & Gov,N,609,1934,630
Franklin D. Roosevelt,Politics & Gov,Y,610,1935,631
Henry Ford,Business,N,611,1935,632
John T. Taylor,Politics & Gov,N,612,1935,633
Kathleen Norris,Author,N,613,1935,634
Pierre-Etienne Flandin,Politics & Gov,N,614,1935,635
Lorne Chabot,Sports,N,615,1935,636
Lotte Lehmann,Theater,N,616,1935,637
Samuel Clay Williams,Business,N,617,1935,638
Richard B. Harrison,Theater,N,618,1935,639
Frank J. Hogan,Politics & Gov,N,619,1935,640
Wang Ching-wei,Politics & Gov,N,620,1935,641
Gen. Douglas MacArthur,Military,N,621,1935,642
Huey P. Long,Politics & Gov,N,622,1935,643
Anthony Eden,Politics & Gov,N,623,1935,644
Sir John Simon,Politics & Gov,N,623,1935,645
Dizzy Dean,Sports,N,624,1935,646
Joseph W. Byrns,Military,N,625,1935,647
John Francis Neylan,Business,N,626,1935,648
King George V,Royalty,N,627,1935,649
Harry F. Byrd,Politics & Gov,N,628,1935,650
Hirosi Saito,Politics & Gov,N,629,1935,651
Miriam Hopkins,Theater,N,630,1935,652
John Nance Garner,Politics & Gov,N,631,1935,653
Dr. Emanuel Libman,Science,N,632,1935,654
Stanley Baldwin,Business,N,633,1935,655
Robert M. Hutchins,Education,N,634,1935,656
John Cowles,Business,N,635,1935,657
Joseph Lyons,Politics & Gov,N,636,1935,658
Joseph T. Robinson,Politics & Gov,N,637,1935,659
Joseph P. Kennedy Sr,Politics & Gov,N,638,1935,660
Harlow Shapley,Education,N,639,1935,661
J. Edgar Hoover,Politics & Gov,N,640,1935,662
Queen Wilhelmina,Royalty,N,641,1935,663
Jean Harlow,Entertainment,N,642,1935,664
Hugo L. Black,Politics & Gov,N,643,1935,665
Donald Budge,Sports,N,644,1935,666
Clyde L. Herring,Politics & Gov,N,645,1935,667
Alexis Carrel,Science,N,646,1935,668
Sir Samuel Hoare,Politics & Gov,N,647,1935,669
Cardinal Hayes,Religion,N,648,1935,670
Mickey Cochrane,Sports,N,649,1935,671
Herbert Hoover,Politics & Gov,N,650,1935,672
John Buchan - 1st Baron Tweedsmuir,Politics & Gov,N,651,1935,673
Benito Mussolini,Politics & Gov,N,652,1935,674
Bruno Mussolini,Politics & Gov,N,652,1935,675
Vittorio Mussolini,Politics & Gov,N,652,1935,676
James A. Macauley,Politics & Gov,N,653,1935,677
Mark Sullivan,Journalism,N,654,1935,678
Manuel L. Quezon,Politics & Gov,N,655,1935,679
Edwin C. Musick,Aviation,N,656,1935,680
William Phillips,Politics & Gov,N,657,1935,681
Alexei Stakhanov,Politics & Gov,N,658,1935,682
Kirsten Flagstad,Theater,N,659,1935,683
Helen Hayes,Theater,N,660,1935,684
Haile Selassie,Religion,Y,661,1936,685
Arthur H. Compton,Science,N,662,1936,686
J.P. Morgan,Business,N,663,1936,687
Abby Rockefeller,Business,N,664,1936,688
George Santayana,Author,N,665,1936,689
Marriner S. Eccles,Business,N,666,1936,690
Leni Riefenstahl,Entertainment,N,667,1936,691
Emperor Hirohito,Royalty,N,668,1936,692
Chiang Kai-shek,Politics & Gov,N,668,1936,693
Joseph Stalin,Politics & Gov,N,668,1936,694
Emil Hurja,Politics & Gov,N,669,1936,695
Leon Blum,Politics & Gov,N,670,1936,696
Martin W. Clement,Business,N,671,1936,697
Isaiah Bowman,Author,N,672,1936,698
William E. Borah,Politics & Gov,N,673,1936,699
Daniel W. Hoan,Politics & Gov,N,674,1936,700
Adolf Hitler,Politics & Gov,N,675,1936,701
Frank N.D. Buchman,Religion,N,676,1936,702
Shirley Temple,Entertainment,N,677,1936,703
Torkild Rieber,Business,N,678,1936,704
Franz Boas,Science,N,679,1936,705
Alfred Landon,Politics & Gov,N,680,1936,706
Joseph DeLee,Science,N,681,1936,707
Pat Harrison,Politics & Gov,N,682,1936,708
James Allred,Politics & Gov,N,683,1936,709
James R. Angell,Education,N,684,1936,710
Sir Samuel Hoare,Politics & Gov,N,685,1936,711
John L. Lewis,Business,N,686,1936,712
Joe DiMaggio,Sports,N,687,1936,713
Benito Mussolini,Politics & Gov,N,688,1936,714
Leroy Miner,Science,N,689,1936,715
Charles P. Taft,Politics & Gov,N,690,1936,716
John Dos Passos,Author,N,691,1936,717
William L. Clayton,Business,N,692,1936,718
Manuel Azana,Politics & Gov,N,693,1936,719
Francisco Franco,Politics & Gov,N,693,1936,720
Emilio Mola,Politics & Gov,N,693,1936,721
Clark Gable,Entertainment,N,694,1936,722
Eugene Talmadge,Politics & Gov,N,695,1936,723
Helen Hull Jacobs,Sports,N,696,1936,724
John D. M. Hamilton,Politics & Gov,N,697,1936,725
James B. Conant,Education,N,698,1936,726
Lou Gehrig,Sports,N,699,1936,727
Carl Hubbell,Sports,N,699,1936,728
Victor Hope Lord Linlithgow,Politics & Gov,N,700,1936,729
Cardinal Pacelli,Religion,N,701,1936,730
Thomas Parran Jr,Science,N,702,1936,731
Robert McCormick,Business,N,703,1936,732
Joseph M. Patterson,Business,N,703,1936,733
Chiang Kai-shek,Politics & Gov,N,704,1936,734
Anthony Grzebyk,Business,N,705,1936,735
Edward F. McGrady,Politics & Gov,N,706,1936,736
Marlene Dietrich,Entertainment,N,707,1936,737
Cordell Hull,Politics & Gov,N,708,1936,738
Salvador Dali,Arts,N,709,1936,739
Edward Johnson,Theater,N,710,1936,740
Emperor Hirohito,Politics & Gov,N,711,1936,741
Wallis Warfield Simpson,Royalty,Y,712,1937,742
George Norris,Politics & Gov,N,713,1937,743
William S. Knudsen,Business,N,714,1937,744
Leon Trotsky,Politics & Gov,N,715,1937,745
Thomas E. Dewey,Politics & Gov,N,716,1937,746
John J. Pelley,Politics & Gov,N,717,1937,747
Cardinal Dougherty,Religion,N,718,1937,748
Osman Ali Khan,Politics & Gov,N,719,1937,749
Charles E. Hughes,Politics & Gov,N,720,1937,750
King George VI,Royalty,N,721,1937,751
Joseph E. Davies,Politics & Gov,N,722,1937,752
Clarence C. Little,Science,N,723,1937,753
Clyde Beatty,Entertainment,N,724,1937,754
Harry B Housser,Business,N,725,1937,755
Virginia Woolf,Author,N,726,1937,756
Bob Feller,Sports,N,727,1937,757
Fulgencio Batista,Politics & Gov,N,728,1937,758
Billy Mauch,Entertainment,N,729,1937,759
Bobby Mauch,Entertainment,N,729,1937,760
Matt Winn,Sports,N,730,1937,761
King Christian X,Royalty,N,731,1937,762
Cosmo Gordon Lang,Religion,N,732,1937,763
Dionne Quintuplets,Society,N,733,1937,764
Sidney Howard,Author,N,734,1937,765
Paul van Zeeland,Politics & Gov,N,735,1937,766
Morris Fishbein,Science,N,736,1937,767
Ethel du Pont,Politics & Gov,N,737,1937,768
Franklin D. Roosevelt,Politics & Gov,N,737,1937,769
George Earle III,Politics & Gov,N,738,1937,770
James E. West,Society,N,739,1937,771
Harry Bridges,Politics & Gov,N,740,1937,772
Prince Konoye,Royalty,N,741,1937,773
Fiorello LaGuardia,Politics & Gov,N,742,1937,774
King Farouk I,Royalty,N,743,1937,775
Paul Muni,Entertainment,N,744,1937,776
Alben W. Barkley,Politics & Gov,N,745,1937,777
Mitsumasa Yonai,Military,N,746,1937,778
Francisco Franco,Military,N,747,1937,779
Gottfried von Cramm,Sports,N,748,1937,780
Mitchell Hepburn,Politics & Gov,N,749,1937,781
Walter Lippman,Politics & Gov,N,750,1937,782
William Green,Politics & Gov,N,751,1937,783
William O. Douglas,Politics & Gov,N,752,1937,784
Ernest Hemingway,Author,N,753,1937,785
Wallace Wade,Sports,N,754,1937,786
Ernest O. Lawrence,Science,N,755,1937,787
Lynn Fontanne,Theater,N,756,1937,788
Alfred Lunt,Theater,N,756,1937,789
Louis D. Brandeis,Politics & Gov,N,757,1937,790
King Leopold III,Royalty,N,758,1937,791
William B. Bankhead,Politics & Gov,N,759,1937,792
Jean Sibelius,Music,N,760,1937,793
Colby M. Chester,Business,N,761,1937,794
Joseph Stalin,Politics & Gov,N,762,1937,795
Walt Disney,Business,N,763,1937,796
Chiang Kai-shek,Politics & Gov,Y,764,1938,797
Madame Chiang Kai-shek,Politics & Gov,Y,764,1938,798
Wesley W. Stout,Author,N,765,1938,799
Frank Lloyd Wright,Architecture,N,766,1938,800
Walter F. White,Society,N,767,1938,801
Roswell Magill,Politics & Gov,N,768,1938,802
John L. Lewis,Business,N,769,1938,803
Sebastian Pozas Perea,Military,N,770,1938,804
John G. Bates,Society,N,771,1938,805
James Roosevelt,Politics & Gov,N,772,1938,806
Subhas Chandra Bose,Politics & Gov,N,773,1938,807
Dave Kerr,Sports,N,774,1938,808
Kurt von Schuschnigg,Politics & Gov,N,775,1938,809
Bette Davis,Entertainment,N,776,1938,810
Albert Einstein,Science,N,777,1938,811
Joseph W. Martin Jr,Politics & Gov,N,778,1938,812
Lewis Mumford,Author,N,779,1938,813
Mohammad Reza Pahlavi,Royalty,N,780,1938,814
Claude Pepper,Politics & Gov,N,781,1938,815
Orson Welles,Entertainment,N,782,1938,816
Frank R. McNinch,Politics & Gov,N,783,1938,817
Donald W. Douglas,Aviation,N,784,1938,818
Earl Browder,Politics & Gov,N,785,1938,819
Johnny Goodman,Sports,N,786,1938,820
Alexis Carrel,Science,N,787,1938,821
Charles A. Lindbergh,Aviation,N,787,1938,822
Robert W. Wood,Education,N,788,1938,823
Eduard Benes,Politics & Gov,N,789,1938,824
Orway H. Chalkley,Business,N,790,1938,825
Walter Winchell,Journalism,N,791,1938,826
Harry L. Hopkins,Politics & Gov,N,792,1938,827
Richard Strauss,Music,N,793,1938,828
Albert B. Chandler,Sports,N,794,1938,829
Frank Capra,Entertainment,N,795,1938,830
William McChesney Martin Jr,Politics & Gov,N,796,1938,831
Louis A. Johnson,Politics & Gov,N,797,1938,832
Lazaro Cardenas,Politics & Gov,N,798,1938,833
Holger Cahill,Author,N,799,1938,834
Benjamin V. Cohen,Politics & Gov,N,800,1938,835
Thomas Corcoran,Politics & Gov,N,800,1938,836
William S. Paley,Journalism,N,801,1938,837
Lorenz Hart,Theater,N,802,1938,838
Richard Rodgers,Theater,N,802,1938,839
William L. Bragg,Science,N,803,1938,840
Sergei Koussevitsky,Music,N,804,1938,841
Neville Chamberlain,Politics & Gov,N,805,1938,842
Sheridan Downey,Politics & Gov,N,806,1938,843
Frederick L. Redefer,Education,N,807,1938,844
Andre Malraux,Author,N,808,1938,845
Henry Grady Weaver,Business,N,809,1938,846
Elmer F. Andrews,Business,N,810,1938,847
Max Aitken Lord Beaverbrook,Politics & Gov,N,811,1938,848
Clifford Odets,Theater,N,812,1938,849
Prince Paul,Royalty,N,813,1938,850
Henry A. Wallace,Politics & Gov,N,814,1938,851
Jesus,Religion,N,815,1938,852
Mary,Religion,N,815,1938,853
Adolf Hitler,Politics & Gov,Y,816,1939,854
Oscar Riddle,Science,N,817,1939,855
Julius P. Heil,Politics & Gov,N,818,1939,856
William Faulkner,Author,N,819,1939,857
Henry E. Sigerist,Science,N,820,1939,858
Robert Fechner,Politics & Gov,N,821,1939,859
Pablo Picasso,Arts,N,822,1939,860
Charles Edison,Military,N,823,1939,861
Ignacy Jan Paderewski,Music,N,824,1939,862
Josef Beck,Politics & Gov,N,825,1939,863
William R. Hearst,Business,N,826,1939,864
John Nance Garner,Politics & Gov,N,827,1939,865
Francisco Franco,Military,N,828,1939,866
Lewis H. Brown,Business,N,829,1939,867
Ginger Rogers,Entertainment,N,830,1939,868
Eleanor Roosevelt,Politics & Gov,N,831,1939,869
Heinrich Himmler,Politics & Gov,N,832,1939,870
Grover A. Whalen,Politics & Gov,N,833,1939,871
James Joyce,Author,N,834,1939,872
King George VI,Royalty,N,835,1939,873
Nelson Rockefeller,Politics & Gov,N,836,1939,874
Glenn L. Martin,Business,N,837,1939,875
Edouard Daladier,Politics & Gov,N,838,1939,876
Dorothy Thompson,Journalism,N,839,1939,877
Charles A. Lindbergh,Aviation,N,840,1939,878
Sigmund Freud,Science,N,841,1939,879
Edwin G. Conklin,Journalism,N,842,1939,880
Paul V. McNutt,Politics & Gov,N,843,1939,881
Sonja Henie,Sports,N,844,1939,882
Edda Ciano Mussolini,Politics & Gov,N,845,1939,883
Wendell L. Willkie,Politics & Gov,N,846,1939,884
William Woodward,Sports,N,847,1939,885
Maurice Gamelin,Military,N,848,1939,886
Eleanor Holm,Sports,N,849,1939,887
Frank Murphy,Politics & Gov,N,850,1939,888
Winston Churchill,Politics & Gov,N,851,1939,889
Edward Rydz-Smigly,Military,N,852,1939,890
Joseph P. Kennedy Sr,Politics & Gov,N,853,1939,891
Walther von Brauchitsch,Military,N,854,1939,892
Arthur H. Vandenberg,Politics & Gov,N,855,1939,893
Queen Elizabeth,Royalty,N,856,1939,894
Kaufman T. Keller,Business,N,857,1939,895
Cyril Newall - 1st Baron Newall,Military,N,858,1939,896
King Gustav V,Royalty,N,859,1939,897
Tom Harmon,Sports,N,860,1939,898
King Carol II,Royalty,N,861,1939,899
George S. Kaufman,Theater,N,862,1939,900
Queen Wilhelmina,Royalty,N,863,1939,901
Carl Sandburg,Author,N,864,1939,902
Nelson T. Johnson,Politics & Gov,N,865,1939,903
Herbert Hoover,Politics & Gov,N,866,1939,904
Vivien Leigh,Entertainment,N,867,1939,905
Joseph Stalin,Politics & Gov,Y,868,1940,906
Cordell Hull,Politics & Gov,N,869,1940,907
Charles Lindley - Viscount Halifax,Religion,N,870,1940,908
Lauritz Melchior,Theater,N,871,1940,909
Robert A. Taft,Politics & Gov,N,872,1940,910
Baron Mannerheim,Military,N,873,1940,911
Eve Curie,Politics & Gov,N,874,1940,912
John H. Levi,Politics & Gov,N,875,1940,913
Thomas E. Dewey,Politics & Gov,N,876,1940,914
Mitsumasa Yonai,Politics & Gov,N,877,1940,915
Jerome Frank,Politics & Gov,N,878,1940,916
Mickey Rooney,Entertainment,N,879,1940,917
Eamon de Valera,Politics & Gov,N,880,1940,918
Hermann Goring,Politics & Gov,N,881,1940,919
Benito Mussolini,Politics & Gov,N,882,1940,920
Burton K. Wheeler,Politics & Gov,N,883,1940,921
Dudley Pound,Military,N,884,1940,922
King Gustaf V,Royalty,N,885,1940,923
Joseph N. Pew Jr,Politics & Gov,N,886,1940,924
Gen. Nikolaus von Falkenhorst,Military,N,887,1940,925
King Leopold III,Royalty,N,888,1940,926
Air Marshall Barratt,Military,N,889,1940,927
Vice Marshall Playfair,Military,N,889,1940,928
Maxime Weygand,Military,N,890,1940,929
Franklin D. Roosevelt,Politics & Gov,N,891,1940,930
Paul Reynaud,Politics & Gov,N,892,1940,931
Pietro Badoglio,Military,N,893,1940,932
Benito Mussolini,Politics & Gov,N,893,1940,933
Adm. Richardson,Military,N,894,1940,934
Philip Henry Kerr,Politics & Gov,N,895,1940,935
Vyacheslav Molotov,Politics & Gov,N,896,1940,936
Prince Konoye,Royalty,N,897,1940,937
Gen. George C. Marshall,Politics & Gov,N,898,1940,938
Sir Alan F. Brooke,Politics & Gov,N,899,1940,939
Getúlio Vargas,Politics & Gov,N,900,1940,940
William Allen White,Author,N,901,1940,941
Erhard Milch,Military,N,902,1940,942
Alexander Cambridge Earl of Athlone,Politics & Gov,N,903,1940,943
Joseph W. Martin Jr,Politics & Gov,N,904,1940,944
Max Aitken Lord Beaverbrook,Politics & Gov,N,905,1940,945
Henry A. Wallace,Politics & Gov,N,906,1940,946
Winston Churchill,Politics & Gov,N,907,1940,947
William S. Knudsen,Politics & Gov,N,908,1940,948
Gen. Sir Archibald Wavell,Military,N,909,1940,949
Wendell L. Willkie,Politics & Gov,N,910,1940,950
Ethel Merman,Theater,N,911,1940,951
King George II,Royalty,N,912,1940,952
Gen. Holcomb,Military,N,913,1940,953
Leopold Stokowski,Music,N,914,1940,954
Kenneth Roberts,Author,N,915,1940,955
Sidney Hillman,Business,N,916,1940,956
Manuel Avila Camacho,Politics & Gov,N,917,1940,957
Alexander Papagos,Military,N,918,1940,958
Martin Niemoller,Religion,N,919,1940,959
Lily Pons,Theater,N,920,1940,960
Winston Churchill,Politics & Gov,Y,921,1941,961
Jesse H. Jones,Politics & Gov,N,922,1941,962
King Boris III,Royalty,N,923,1941,963
Philip Murray,Business,N,924,1941,964
Gertrude Lawrence,Theater,N,925,1941,965
Anton J. Carlson,Education,N,926,1941,966
Sir Andrew Cunningham,Military,N,927,1941,967
Donald M. Nelson,Military,N,928,1941,968
Gary Cooper,Entertainment,N,929,1941,969
Gaston Henry-Haye,Politics & Gov,N,930,1941,970
Henry Ford,Business,N,931,1941,971
Field Marshal Wilhelm List,Military,N,932,1941,972
Emory Scott Land,Military,N,933,1941,973
Bing Crosby,Entertainment,N,934,1941,974
Adolf Hitler,Politics & Gov,N,935,1941,975
Dusan Simovic,Military,N,936,1941,976
Sir Percy Noble,Military,N,937,1941,977
Ramon S. Castillo,Politics & Gov,N,938,1941,978
Leon Henderson,Politics & Gov,N,939,1941,979
Ismet Inonu,Military,N,940,1941,980
Francois Darlan,Military,N,941,1941,981
Ernest J. King,Military,N,942,1941,982
Benito Mussolini,Politics & Gov,N,943,1941,983
Chen Chang,Military,N,944,1941,984
Rear Admiral Jack Towers,Military,N,945,1941,985
Marshall Timoshenko,Military,N,946,1941,986
Yosuke Matsuoka,Politics & Gov,N,947,1941,987
Wilhelm Keitel,Military,N,948,1941,988
Claude Wickard,Politics & Gov,N,949,1941,989
Sir Charles Portal,Military,N,950,1941,990
Charles de Gaulle,Politics & Gov,N,951,1941,991
Sumner Welles,Politics & Gov,N,952,1941,992
Hubertus J. van Mook,Politics & Gov,N,953,1941,993
Henry L. Stimson,Politics & Gov,N,954,1941,994
Frank Andrews,Military,N,955,1941,995
Mohammad Reza Pahlavi,Royalty,N,956,1941,996
Harold L. Ickes,Politics & Gov,N,957,1941,997
Kichisaburo Nomura,Military,N,958,1941,998
Joe Louis,Sports,N,959,1941,999
Robert E. Wood,Politics & Gov,N,960,1941,1000
Marshal Budenny,Military,N,961,1941,1001
Frederick Bowhill,Military,N,962,1941,1002
Joseph Stalin,Politics & Gov,N,963,1941,1003
Hideki Tojo,Military,N,964,1941,1004
Rita Hayworth,Entertainment,N,965,1941,1005
Reuben Fleet,Military,N,966,1941,1006
Adm. Thomas Hart,Military,N,967,1941,1007
Sir Claude Auchinleck,Military,N,968,1941,1008
Field Marshal von Bock,Military,N,969,1941,1009
Adm. Husband E. Kimmel,Military,N,970,1941,1010
Adm. Isoroku Yamamoto,Military,N,971,1941,1011
Gen. Douglas MacArthur,Military,N,972,1941,1012
Franklin D. Roosevelt,Politics & Gov,Y,973,1942,1013
Sir Henry H. Pownall,Military,N,974,1942,1014
Oswaldo Aranha,Politics & Gov,N,975,1942,1015
Gen. Hein ter Poorten,Military,N,976,1942,1016
Adm. Karl Donitz,Military,N,977,1942,1017
Robert A. Lovett,Politics & Gov,N,978,1942,1018
Boris Shaposhnikov,Military,N,979,1942,1019
Reinhard Heydrich,Military,N,980,1942,1020
Gen. Tomoyuki Yamashita,Military,N,981,1942,1021
Vice Admiral Helfrich,Military,N,982,1942,1022
Victor Hope Lord Linlithgow,Politics & Gov,N,983,1942,1023
Henry Ford,Business,N,984,1942,1024
Gen. Douglas MacArthur,Military,N,985,1942,1025
Ezequiel Padilla,Arts,N,986,1942,1026
Sir Stafford Cripps,Politics & Gov,N,987,1942,1027
Adm. Erich Raeder,Military,N,988,1942,1028
Pierre Laval,Politics & Gov,N,989,1942,1029
Gen. Lewis H. Brereton,Military,N,990,1942,1030
Maxim Litvinoff,Politics & Gov,N,991,1942,1031
