Name,Occupation,POY,Cover #,Year,Order
Gen. George Patton,Military,N,1053,1943,1095
Ingrid Bergman,Entertainment,N,1054,1943,1096
Gen. Terry Allen,Military,N,1055,1943,1097
Pope Pius XII,Religion,N,1056,1943,1098
Konstantin Rokossovsky,Military,N,1057,1943,1099
Gen. Ira Eaker,Military,N,1058,1943,1100
Paul G. Hoffman,Business,N,1059,1943,1101
Dwight D. Eisenhower,Military,N,1060,1943,1102
Bob Hope,Entertainment,N,1061,1943,1103
Samuel T. Rayburn,Politics & Gov,N,1062,1943,1104
Gen. Mark W. Clark,Military,N,1063,1943,1105
Heinrich Himmler,Military,N,1064,1943,1106
Francisco Franco,Military,N,1065,1943,1107
Vyacheslav Molotov,Politics & Gov,N,1066,1943,1108
Thomas E. Dewey,Politics & Gov,N,1067,1943,1109
Adm. Mineichi Koga,Military,N,1068,1943,1110
Gen. John J. Pershing,Military,N,1069,1943,1111
Donald W. Douglas,Aviation,N,1070,1943,1112
Franklin D. Roosevelt,Politics & Gov,N,1071,1943,1113
Claire L. Chennault,Military,N,1072,1943,1114
Charles E. Wilson,Politics & Gov,N,1073,1943,1115
Greer Garson,Entertainment,N,1074,1943,1116
Patriarch Sergius,Religion,N,1075,1943,1117
Gen. George C. Marshall,Military,Y,1076,1944,1118
Fritz von Manstein,Military,N,1077,1944,1119
Oveta Culp Hobby,Military,N,1078,1944,1120
Jimmy Durante,Entertainment,N,1079,1944,1121
Earl Warren,Politics & Gov,N,1080,1944,1122
Rear Admiral Turner,Military,N,1081,1944,1123
Harrison E. Spangler,Politics & Gov,N,1082,1944,1124
Gen. Holland Smith,Military,N,1083,1944,1125
Sir Henry M. Wilson,Military,N,1084,1944,1126
King George VI,Royalty,N,1085,1944,1127
Thomas Connally,Politics & Gov,N,1086,1944,1128
Nikolai Voronov,Military,N,1087,1944,1129
Jan Masaryk,Politics & Gov,N,1088,1944,1130
Vannevar Bush,Science,N,1089,1944,1131
Leverett Saltonstall,Politics & Gov,N,1090,1944,1132
Archbishop Cyril Garbett,Religion,N,1091,1944,1133
John Curtin,Politics & Gov,N,1092,1944,1134
Gen. Omar Bradley,Military,N,1093,1944,1135
Gen. Wainwright,Military,N,1094,1944,1136
Alexander Fleming,Science,N,1095,1944,1137
Jan C. Smuts,Politics & Gov,N,1096,1944,1138
Charles de Gaulle,Military,N,1097,1944,1139
Sir Harold Alexander,Military,N,1098,1944,1140
Gen. Carl Spaatz,Military,N,1099,1944,1141
Dwight D. Eisenhower,Military,N,1100,1944,1142
Adm. Raymond A. Spruance,Military,N,1101,1944,1143
Adm. Shigetaro Shimada,Military,N,1102,1944,1144
Gen. Bernard Montgomery,Military,N,1103,1944,1145
Ernie Pyle,Journalism,N,1104,1944,1146
Sidney Hillman,Business,N,1105,1944,1147
Marshal Novikov,Military,N,1106,1944,1148
Heinz Guderian,Military,N,1107,1944,1149
Sir Arthur Coningham,Military,N,1108,1944,1150
Field Marshal Gerd von Rundstedt,Military,N,1109,1944,1151
Gen. Alexander Patch,Military,N,1110,1944,1152
Leroy Randle Grumman,Aviation,N,1111,1944,1153
Gen. Crerar,Military,N,1112,1944,1154
Gen. Lee,Military,N,1113,1944,1155
Van Wyck Brooks,Author,N,1114,1944,1156
Josip Tito,Military,N,1115,1944,1157
Gen. Hodges,Military,N,1116,1944,1158
Thomas E. Dewey,Politics & Gov,N,1117,1944,1159
Gen. Douglas MacArthur,Military,N,1118,1944,1160
Harry S. Truman,Politics & Gov,N,1119,1944,1161
Gen. Joe Stilwell,Military,N,1120,1944,1162
Edgar Bergen,Entertainment,N,1121,1944,1163
Juan Peron,Politics & Gov,N,1122,1944,1164
Gen. Omar Bradley,Military,N,1123,1944,1165
Edward R. Stettinius Jr,Politics & Gov,N,1124,1944,1166
Tse-veng Soong,Politics & Gov,N,1125,1944,1167
Bishop Eivind Berggrav,Religion,N,1126,1944,1168
Dwight D. Eisenhower,Military,Y,1127,1945,1169
Anita Colby,Entertainment,N,1128,1945,1170
Gen. Hoyt Vandenberg,Military,N,1129,1945,1171
Harry L. Hopkins,Politics & Gov,N,1130,1945,1172
Gen. Walter Krueger,Military,N,1131,1945,1173
Joseph Stalin,Politics & Gov,N,1132,1945,1174
Heinrich Himmler,Military,N,1133,1945,1175
Gen. William Hood Simpson,Military,N,1134,1945,1176
Adm. Chester Nimitz,Military,N,1135,1945,1177
King Ibn Saud,Royalty,N,1136,1945,1178
Capt. Mildred McAfee,Military,N,1137,1945,1179
Sir Miles C. Dempsey,Military,N,1138,1945,1180
Lord Woolton,Politics & Gov,N,1139,1945,1181
Gen. Matthew Ridgway,Military,N,1140,1945,1182
Gen. George Patton,Military,N,1141,1945,1183
Gen. Buckner,Military,N,1142,1945,1184
Harry S. Truman,Politics & Gov,N,1143,1945,1185
Arthur H. Vandenberg,Politics & Gov,N,1144,1945,1186
Adolf Hitler,Politics & Gov,N,1145,1945,1187
Winston Churchill,Politics & Gov,N,1146,1945,1188
Franklin D. Roosevelt,Politics & Gov,N,1146,1945,1189
Joseph Stalin,Politics & Gov,N,1146,1945,1190
Emperor Hirohito,Royalty,N,1147,1945,1191
Adm. William Leahy,Military,N,1148,1945,1192
Gen. Wedemeyer,Military,N,1149,1945,1193
Robert Evans Woods,Military,N,1150,1945,1194
Willie,Military,N,1151,1945,1195
Gen. Lucius Clay,Military,N,1152,1945,1196
Mel Ott,Sports,N,1153,1945,1197
Fred M. Vinson,Politics & Gov,N,1154,1945,1198
Gen. Sir Archibald Wavell,Politics & Gov,N,1155,1945,1199
Adm. William Halsey,Military,N,1156,1945,1200
William Martin Jeffers,Business,N,1157,1945,1201
Clement Attlee,Politics & Gov,N,1158,1945,1202
Curtis LeMay,Military,N,1159,1945,1203
Gen. Douglas MacArthur,Military,N,1160,1945,1204
Chiang Kai-shek,Politics & Gov,N,1161,1945,1205
Gen. Eichelberger,Military,N,1162,1945,1206
James F. Byrnes,Politics & Gov,N,1163,1945,1207
Alfred P. Sloan Jr,Business,N,1164,1945,1208
Archbishop Damaskinos Papandreou,Religion,N,1165,1945,1209
Sinclair Lewis,Author,N,1166,1945,1210
Lewis Schwellenbach,Politics & Gov,N,1167,1945,1211
Eduard Benes,Politics & Gov,N,1168,1945,1212
James V. Forrestal,Politics & Gov,N,1169,1945,1213
Spruille Braden,Politics & Gov,N,1170,1945,1214
Doc Blanchard,Sports,N,1171,1945,1215
Glenn Davis,Sports,N,1171,1945,1216
Sergei Prokofiev,Music,N,1172,1945,1217
H. T. Webster,Politics & Gov,N,1173,1945,1218
Walter Reuther,Business,N,1174,1945,1219
Mohammad Reza Pahlavi,Royalty,N,1175,1945,1220
Jesus,Religion,N,1176,1945,1221
Joseph,Religion,N,1176,1945,1222
Mary,Religion,N,1176,1945,1223
Harry S. Truman,Politics & Gov,Y,1177,1945,1224
William Mackenzie King,Politics & Gov,N,1178,1946,1225
Robert E. Gross,Business,N,1179,1946,1226
Philip Murray,Business,N,1180,1946,1227
Craig Rice,Author,N,1181,1946,1228
Henry Ford II,Business,N,1182,1946,1229
Stanislaw Mikolajczyk,Politics & Gov,N,1183,1946,1230
Ernest Bevin,Business,N,1184,1946,1231
Cardinal Spellman,Religion,N,1185,1946,1232
Chester Bliss Bowles,Politics & Gov,N,1186,1946,1233
Danny Kaye,Entertainment,N,1187,1946,1234
Francisco Franco,Military,N,1188,1946,1235
Gen. George C. Marshall,Military,N,1189,1946,1236
Gen. Omar Bradley,Military,N,1190,1946,1237
Laurence Olivier,Entertainment,N,1191,1946,1238
Amadeo Giannini,Politics & Gov,N,1192,1946,1239
Muhammad Ali Jinnah,Politics & Gov,N,1193,1946,1240
Elizabeth Arden,Business,N,1195,1946,1241
Queen Wilhelmina,Royalty,N,1196,1946,1242
John L. Lewis,Business,N,1197,1946,1243
Edward H. Crump,Politics & Gov,N,1198,1946,1244
Maurice Thorez,Politics & Gov,N,1199,1946,1245
Charles Luckman,Architecture,N,1200,1946,1246
Joseph Curran,Politics & Gov,N,1201,1946,1247
Gen. Mark W. Clark,Military,N,1202,1946,1248
Albert Einstein,Science,N,1203,1946,1249
Manuel A. Roxas,Politics & Gov,N,1204,1946,1250
Roger D. Lapham,Politics & Gov,N,1205,1946,1251
Antonio Salazar,Politics & Gov,N,1206,1946,1252
Herbert Morrison,Politics & Gov,N,1207,1946,1253
Camillien Houde,Politics & Gov,N,1208,1946,1254
George E. Allen,Politics & Gov,N,1209,1946,1255
Vyacheslav Molotov,Journalism,N,1210,1946,1256
Pauline Betz,Sports,N,1211,1946,1257
Jo Davidson,Politics & Gov,N,1212,1946,1258
Josip Tito,Politics & Gov,N,1213,1946,1259
James B. Conant,Science,N,1214,1946,1260
Henry A. Wallace,Journalism,N,1215,1946,1261
Victor Emanuel,Business,N,1216,1946,1262
Frank Leahy,Sports,N,1217,1946,1263
Eugene O'Neill,Theater,N,1218,1946,1264
Edward Martin,Politics & Gov,N,1219,1946,1265
Charles Francis Adams III,Politics & Gov,N,1220,1946,1266
Helen Traubel,Theater,N,1221,1946,1267
Joseph W. Martin Jr,Politics & Gov,N,1222,1946,1268
Trygve Lie,Politics & Gov,N,1223,1946,1269
George Messersmith,Politics & Gov,N,1224,1946,1270
Andrei Zhdanov,Politics & Gov,N,1225,1946,1271
John L. Lewis,Business,N,1226,1946,1272
Sukarno,Politics & Gov,N,1227,1946,1273
Marian Anderson,Theater,N,1228,1946,1274
James F. Byrnes,Politics & Gov,Y,1229,1947,1275
Milton Caniff,Arts,N,1230,1947,1276
Robert A. Taft,Politics & Gov,N,1231,1947,1277
Vallabhbhai Patel,Politics & Gov,N,1232,1947,1278
Robert R. Young,Business,N,1233,1947,1279
Deborah Kerr,Entertainment,N,1234,1947,1280
Artur Rodzinski,Music,N,1235,1947,1281
King George II,Royalty,N,1236,1947,1282
Joseph H. Ball,Politics & Gov,N,1237,1947,1283
Gen. George C. Marshall,Military,N,1238,1947,1284
Arnold J. Toynbee,Author,N,1239,1947,1285
Eugene Holman,Business,N,1240,1947,1286
Princess Elizabeth,Royalty,N,1241,1947,1287
Fred Allen,Entertainment,N,1242,1947,1288
Leo Durocher,Sports,N,1243,1947,1289
William A. Patterson,Business,N,1244,1947,1290
Miguel Aleman,Politics & Gov,N,1245,1947,1291
Palmiro Togliatti,Politics & Gov,N,1246,1947,1292
Arthur H. Vandenberg,Politics & Gov,N,1247,1947,1293
J. Arthur Rank,Entertainment,N,1248,1947,1294
Chen Li-Fu,Politics & Gov,N,1249,1947,1295
Billy Rose,Theater,N,1250,1947,1296
Robert McCormick,Military,N,1251,1947,1297
Ernest Gruening,Politics & Gov,N,1252,1947,1298
Dwight D. Eisenhower,Military,N,1253,1947,1299
Mahatma Gandhi,Society,N,1254,1947,1300
Marlin Perkins,Entertainment,N,1255,1947,1301
Eva Peron,Politics & Gov,N,1256,1947,1302
George Albert Smith,Religion,N,1257,1947,1303
Hedda Hopper,Entertainment,N,1258,1947,1304
David Lilienthal,Business,N,1259,1947,1305
Captain Illingworth,Military,N,1260,1947,1306
Andrei A. Gromyko,Politics & Gov,N,1261,1947,1307
Harold Stassen,Politics & Gov,N,1262,1947,1308
Jake Kramer,Sports,N,1263,1947,1309
C.S. Lewis,Author,N,1264,1947,1310
Sophie Gimbel,Fashion,N,1265,1947,1311
Jackie Robinson,Sports,N,1266,1947,1312
Andrei Y. Vishinsky,Politics & Gov,N,1267,1947,1313
Robert Gordon Sproul,Education,N,1268,1947,1314
William Green,Business,N,1269,1947,1315
Oscar Hammerstein II,Theater,N,1270,1947,1316
Robert A. Chappuis,Sports,N,1271,1947,1317
Sir Stafford Cripps,Politics & Gov,N,1272,1947,1318
Charles de Gaulle,Military,N,1273,1947,1319
De Lesseps S. Morrison,Politics & Gov,N,1274,1947,1320
Lewis Douglas,Politics & Gov,N,1275,1947,1321
Rebecca West,Journalism,N,1276,1947,1322
Robert J. Kleberg Jr,Science,N,1277,1947,1323
Joseph Farrington,Arts,N,1278,1947,1324
Jesus,Religion,N,1279,1947,1325
Mary,Religion,N,1279,1947,1326
Gen. George C. Marshall,Military,Y,1280,1948,1327
Gregory Peck,Entertainment,N,1281,1948,1328
Stuart Symington,Military,N,1282,1948,1329
James Caesar Petrillo,Music,N,1283,1948,1330
Barbara Ann Scott,Sports,N,1284,1948,1331
Edwin P. Hubble,Science,N,1285,1948,1332
Benjamin Britten,Music,N,1286,1948,1333
Karl Marx,Politics & Gov,N,1287,1948,1334
Robert Schuman,Politics & Gov,N,1288,1948,1335
Reinhold Niebuhr,Author,N,1289,1948,1336
Clark Clifford,Politics & Gov,N,1290,1948,1337
Lavrenty Beria,Politics & Gov,N,1291,1948,1338
Robert A. Lovett,Politics & Gov,N,1292,1948,1339
Markos Vafiades,Military,N,1293,1948,1340
Roy A. Roberts,Journalism,N,1294,1948,1341
Alcide de Gasperi,Politics & Gov,N,1295,1948,1342
Arturo Toscanini,Music,N,1296,1948,1343
George Gallup,Journalism,N,1297,1948,1344
Paul-Henri Spaak,Politics & Gov,N,1298,1948,1345
Eddie Arcaro,Sports,N,1299,1948,1346
King Ibn-Hussein,Royalty,N,1300,1948,1347
Augustus E. John,Arts,N,1301,1948,1348
William O'Dwyer,Politics & Gov,N,1302,1948,1349
James H. Duff,Politics & Gov,N,1303,1948,1350
Jean Simmons,Entertainment,N,1304,1948,1351
Thomas E. Dewey,Politics & Gov,N,1305,1948,1352
Gen. Lucius Clay,Military,N,1306,1948,1353
Howard Hughes,Entertainment,N,1307,1948,1354
Igor Stravinsky,Music,N,1308,1948,1355
Mel Patton,Sports,N,1309,1948,1356
Henry A. Wallace,Journalism,N,1310,1948,1357
David Ben-Gurion,Politics & Gov,N,1311,1948,1358
Betty Grable,Entertainment,N,1312,1948,1359
Earl Long,Politics & Gov,N,1313,1948,1360
Queen Juliana,Royalty,N,1314,1948,1361
Bishop Bromley Oxnam,Religion,N,1315,1948,1362
Ana Pauker,Politics & Gov,N,1316,1948,1363
Earl Warren,Politics & Gov,N,1317,1948,1364
Joe DiMaggio,Sports,N,1318,1948,1365
J. Strom Thurmond,Politics & Gov,N,1319,1948,1366
Douglas Freeman,Author,N,1320,1948,1367
William C. Menninger,Science,N,1321,1948,1368
Thomas E. Dewey,Politics & Gov,N,1322,1948,1369
Harry S. Truman,Politics & Gov,N,1322,1948,1370
J. Robert Oppenheimer,Science,N,1323,1948,1371
Anastasio Somoza,Politics & Gov,N,1324,1948,1372
Tallulah Bankhead,Entertainment,N,1325,1948,1373
Dave Beck,Business,N,1326,1948,1374
Chiang Kai-shek,Politics & Gov,N,1327,1948,1375
Drew Pearson,Journalism,N,1328,1948,1376
Olivia de Havilland,Entertainment,N,1329,1948,1377
Harry S. Truman,Politics & Gov,Y,1330,1949,1378
Ben Hogan,Sports,N,1331,1949,1379
Hubert H. Humphrey,Politics & Gov,N,1332,1949,1380
Charles E. Wilson,Business,N,1333,1949,1381
Cole Porter,Music,N,1334,1949,1382
Mao Zedong,Politics & Gov,N,1335,1949,1383
Cardinal Mindszenty,Religion,N,1336,1949,1384
Louis Armstrong,Music,N,1337,1949,1385
Dean Acheson,Politics & Gov,N,1338,1949,1386
John P. Marquand,Author,N,1339,1949,1387
Perle Mesta,Society,N,1340,1949,1388
Aneurin Bevan,Science,N,1341,1949,1389
Juan Trippe,Business,N,1342,1949,1390
Diego Rivera,Arts,N,1343,1949,1391
Paul G. Hoffman,Business,N,1344,1949,1392
Chuck Yeager,Aviation,N,1345,1949,1393
Eugene Dennis,Politics & Gov,N,1346,1949,1394
Luis Munoz Marin,Politics & Gov,N,1347,1949,1395
Gen. Douglas MacArthur,Military,N,1348,1949,1396
Milton Berle,Entertainment,N,1349,1949,1397
James Van Fleet,Military,N,1350,1949,1398
Ben A. Jones,Sports,N,1351,1949,1399
Louis A. Johnson,Politics & Gov,N,1352,1949,1400
Princess Margaret,Royalty,N,1353,1949,1401
John Jay McCloy,Politics & Gov,N,1354,1949,1402
Cornelius P. Rhoads,Science,N,1355,1949,1403
Fletcher Bowron,Politics & Gov,N,1356,1949,1404
Albert Schweitzer,Science,N,1357,1949,1405
King Leopold III,Royalty,N,1358,1949,1406
Lilian Princess of Rethy,Royalty,N,1358,1949,1407
Harold Lloyd,Entertainment,N,1359,1949,1408
Jean de Lattre de Tassigny,Military,N,1360,1949,1409
J. Edgar Hoover,Politics & Gov,N,1361,1949,1410
Richard J. Neutra,Architecture,N,1362,1949,1411
Elizabeth Taylor,Entertainment,N,1363,1949,1412
David Dubinsky,Business,N,1364,1949,1413
Stan Musial,Sports,N,1365,1949,1414
Louis St. Laurent,Politics & Gov,N,1366,1949,1415
Lisa Fonssagrives,Fashion,N,1367,1949,1416
Sir Oliver Franks,Politics & Gov,N,1368,1949,1417
Richard K. Mellon,Business,N,1369,1949,1418
Margaret Clapp,Music,N,1370,1949,1419
Jawaharlal Nehru,Politics & Gov,N,1371,1949,1420
Harold Medina,Politics & Gov,N,1372,1949,1421
Raymond Loewy,Business,N,1373,1949,1422
Selman Waksman,Science,N,1374,1949,1423
Margot Fonteyn,Theater,N,1375,1949,1424
Robert M. Hutchins,Education,N,1376,1949,1425
Frank Costello,Crime,N,1377,1949,1426
Konrad Adenauer,Politics & Gov,N,1378,1949,1427
Conrad N. Hilton,Business,N,1379,1949,1428
Charles Munch,Music,N,1380,1949,1429
Ernest I. Pugmire,Society,N,1381,1949,1430
Winston Churchill,Politics & Gov,Y,1382,1950,1431
Carol Channing,Entertainment,N,1383,1950,1432
Paul Douglas,Politics & Gov,N,1384,1950,1433
Charles W. Sawyer,Politics & Gov,N,1385,1950,1434
Clement Attlee,Politics & Gov,N,1386,1950,1435
Glenn McCarthy,Business,N,1387,1950,1436
Kenneth Oberholtzer,Education,N,1388,1950,1437
Arthur Godfrey,Journalism,N,1389,1950,1438
T.S. Eliot,Author,N,1390,1950,1439
Forrest Sherman,Military,N,1391,1950,1440
Georgi Malenkov,Politics & Gov,N,1392,1950,1441
Clarence Streit,Journalism,N,1393,1950,1442
King Phumiphon,Royalty,N,1394,1950,1443
Ted Williams,Sports,N,1395,1950,1444
Eddie Rickenbacker,Business,N,1396,1950,1445
Betty Hutton,Entertainment,N,1397,1950,1446
Gian-Carlo Menotti,Music,N,1398,1950,1447
Arthur Hays Sulzberger,Journalism,N,1399,1950,1448
Harry S. Truman,Politics & Gov,N,1400,1950,1449
Emperor Bao Dai,Royalty,N,1401,1950,1450
Darryl F. Zanuck,Entertainment,N,1402,1950,1451
Charles F. Brannan,Politics & Gov,N,1403,1950,1452
Pablo Picasso,Arts,N,1404,1950,1453
William Levitt,Politics & Gov,N,1405,1950,1454
Gen. Douglas MacArthur,Military,N,1406,1950,1455
Joseph Stalin,Politics & Gov,N,1407,1950,1456
Gen. Omar Bradley,Military,N,1408,1950,1457
Walton Walker,Military,N,1409,1950,1458
K. C. Wu,Politics & Gov,N,1410,1950,1459
Gen. Edward A. Craig,Military,N,1411,1950,1460
Yakov Malik,Politics & Gov,N,1412,1950,1461
Irving Langmuir,Science,N,1413,1950,1462
Curtis LeMay,Military,N,1414,1950,1463
Arthur Radford,Military,N,1415,1950,1464
Ernst Reuter,Politics & Gov,N,1416,1950,1465
Oliver P. Smith,Military,N,1417,1950,1466
Gen. Lucius Clay,Military,N,1418,1950,1467
Robert Frost,Author,N,1419,1950,1468
Syngman Rhee,Politics & Gov,N,1420,1950,1469
Edward Almond,Military,N,1421,1950,1470
Robert A. Taft,Politics & Gov,N,1422,1950,1471
Al Capp,Arts,N,1423,1950,1472
George Hartford,Business,N,1424,1950,1473
John Hartford,Business,N,1424,1950,1474
Christopher Fry,Author,N,1425,1950,1475
Hopalong Cassidy,Entertainment,N,1426,1950,1476
Frank Stanton,Journalism,N,1427,1950,1477
Mao Zedong,Politics & Gov,N,1428,1950,1478
William H. Tunner,Military,N,1429,1950,1479
Jesus,Religion,N,1430,1950,1480
Joseph,Religion,N,1430,1950,1481
Mary,Religion,N,1430,1950,1482
Dean Acheson,Politics & Gov,N,1431,1951,1483
Rudolf Bing,Theater,N,1432,1951,1484
Paul Douglas,Politics & Gov,N,1433,1951,1485
Lester Colbert,Business,N,1434,1951,1486
Warren Austin,Politics & Gov,N,1435,1951,1487
Dwight D. Eisenhower,Military,N,1436,1951,1488
Charles E. Wilson,Politics & Gov,N,1437,1951,1489
Margaret Truman,Politics & Gov,N,1438,1951,1490
Gen. Matthew Ridgway,Military,N,1439,1951,1491
Estes Kefauver,Politics & Gov,N,1440,1951,1492
Michael DiSalle,Politics & Gov,N,1441,1951,1493
Henry Knox Sherrill,Religion,N,1442,1951,1494
Vincent Auriol,Politics & Gov,N,1443,1951,1495
Barbara Bel Geddes,Entertainment,N,1444,1951,1496
Crawford Greenewalt,Science,N,1445,1951,1497
Harry S. Truman,Politics & Gov,N,1446,1951,1498
Gen. Douglas MacArthur,Military,N,1447,1951,1499
Jawaharlal Nehru,Politics & Gov,N,1448,1951,1500
James Van Fleet,Military,N,1449,1951,1501
Eva Peron,Politics & Gov,N,1450,1951,1502
Juan Peron,Politics & Gov,N,1450,1951,1503
Frederick Rentschler,Business,N,1451,1951,1504
Mohammad Mosaddegh,Politics & Gov,N,1452,1951,1505
Alfred Whitney Griswold,Education,N,1453,1951,1506
Zhou En-lai,Politics & Gov,N,1454,1951,1507
Sugar Ray Robinson,Sports,N,1455,1951,1508
James Thurber,Author,N,1456,1951,1509
Gen. Matthew Ridgway,Military,N,1457,1951,1510
David Sarnoff,Journalism,N,1458,1951,1511
King Baudouin I,Royalty,N,1459,1951,1512
Mario Lanza,Music,N,1460,1951,1513
John Foster Dulles,Politics & Gov,N,1461,1951,1514
Gen. Vasily Stalin,Military,N,1462,1951,1515
Dick Savitt,Sports,N,1463,1951,1516
Ava Gardner,Entertainment,N,1464,1951,1517
King Farouk I,Royalty,N,1465,1951,1518
Jean de Lattre de Tassigny,Military,N,1466,1951,1519
Bert Lahr,Entertainment,N,1467,1951,1520
William M. Boyle,Politics & Gov,N,1468,1951,1521
Louis Finkelstein,Religion,N,1469,1951,1522
Joseph McCarthy,Politics & Gov,N,1470,1951,1523
Graham Greene,Author,N,1471,1951,1524
Winston Churchill,Politics & Gov,N,1472,1951,1525
Benjamin F. Fairless,Business,N,1473,1951,1526
Richard W. Kazmaier,Sports,N,1474,1951,1527
Ramon Magsaysay,Politics & Gov,N,1475,1951,1528
Patrice Munsel,Theater,N,1476,1951,1529
Lila Bell Wallace,Business,N,1477,1951,1530
DeWitt Wallace,Business,N,1477,1951,1531
Henry Cabot Lodge Jr,Politics & Gov,N,1478,1951,1532
Jesus,Religion,N,1479,1951,1533
Mary,Religion,N,1479,1951,1534
Groucho Marx,Entertainment,N,1480,1951,1535
Mohammad Mosaddegh,Politics & Gov,Y,1481,1952,1536
Gordon Dean,Politics & Gov,N,1482,1952,1537
Andrea Mead Lawrence,Sports,N,1483,1952,1538
Adlai Stevenson II,Politics & Gov,N,1484,1952,1539
Clarence Decatur Howe,Politics & Gov,N,1485,1952,1540
Anthony Eden,Politics & Gov,N,1486,1952,1541
Queen Elizabeth II,Royalty,N,1487,1952,1542
Robert E. Wood,Business,N,1488,1952,1543
John Wayne,Entertainment,N,1489,1952,1544
Mortimer Adler,Author,N,1490,1952,1545
Estes Kefauver,Politics & Gov,N,1491,1952,1546
Charles Laughton,Entertainment,N,1492,1952,1547
Eleanor Roosevelt,Politics & Gov,N,1493,1952,1548
Fulton J. Sheen,Religion,N,1494,1952,1549
Fulgencio Batista,Politics & Gov,N,1495,1952,1550
Eddie Stanky,Sports,N,1496,1952,1551
Daniel F. Malan,Politics & Gov,N,1497,1952,1552
Gen. Hoyt Vandenberg,Military,N,1498,1952,1553
Richard Russell Jr,Politics & Gov,N,1499,1952,1554
Lucille Ball,Entertainment,N,1500,1952,1555
Robert A. Taft,Politics & Gov,N,1501,1952,1556
Kurt Schumacher,Politics & Gov,N,1502,1952,1557
Dwight D. Eisenhower,Politics & Gov,N,1503,1952,1558
Harry Manning,Military,N,1504,1952,1559
John S. Fine,Politics & Gov,N,1505,1952,1560
Gen. Mark W. Clark,Military,N,1506,1952,1561
Bob Mathias,Sports,N,1507,1952,1562
Alben W. Barkley,Politics & Gov,N,1508,1952,1563
Philip Murray,Business,N,1509,1952,1564
John Sparkman,Politics & Gov,N,1510,1952,1565
George W. Merck,Business,N,1511,1952,1566
Richard Nixon,Politics & Gov,N,1512,1952,1567
Katharine Hepburn,Entertainment,N,1513,1952,1568
Muhammad Naguib,Politics & Gov,N,1514,1952,1569
G. Mennen Williams,Politics & Gov,N,1515,1952,1570
Wallace Harrison,Architecture,N,1516,1952,1571
Allan Shivers,Politics & Gov,N,1517,1952,1572
Georgy Malenkov,Politics & Gov,N,1518,1952,1573
Joseph Stalin,Politics & Gov,N,1518,1952,1574
John Williams,Politics & Gov,N,1519,1952,1575
Joyce Cary,Author,N,1520,1952,1576
Adlai Stevenson II,Politics & Gov,N,1521,1952,1577
Dwight D. Eisenhower,Politics & Gov,N,1522,1952,1578
Dwight D. Eisenhower,Politics & Gov,N,1523,1952,1579
Richard Nixon,Politics & Gov,N,1523,1952,1580
Claire Bloom,Entertainment,N,1524,1952,1581
Lemuel Shepherd,Military,N,1525,1952,1582
Alfred Jacobsen,Business,N,1526,1952,1583
Gerald Templer,Military,N,1527,1952,1584
Antoine Pinay,Politics & Gov,N,1528,1952,1585
Francis Henry Taylor,Arts,N,1529,1952,1586
Queen Elizabeth II,Royalty,Y,1530,1953,1587
Thornton Wilder,Theater,N,1531,1953,1588
Mamie Eisenhower,Politics & Gov,N,1532,1953,1589
George M. Humphrey,Politics & Gov,N,1533,1953,1590
Harold Sines Vance,Business,N,1534,1953,1591
Kwame Nkrumah,Politics & Gov,N,1535,1953,1592
Herbert Brownell Jr,Politics & Gov,N,1536,1953,1593
Rosemary Clooney,Music,N,1537,1953,1594
Gwilym A. Price,Business,N,1538,1953,1595
Syngman Rhee,Politics & Gov,N,1539,1953,1596
Joseph Stalin,Politics & Gov,N,1540,1953,1597
Georgy Malenkov,Politics & Gov,N,1541,1953,1598
Rosalind Russell,Entertainment,N,1542,1953,1599
Bishop Otto Dibelius,Religion,N,1543,1953,1600
Ezra Benson,Politics & Gov,N,1544,1953,1601
Vyacheslav Molotov,Politics & Gov,N,1545,1953,1602
Bill Bridgeman,Aviation,N,1546,1953,1603
Oveta Culp Hobby,Military,N,1547,1953,1604
Vinoba Bhave,Religion,N,1548,1953,1605
Benson Ford,Business,N,1549,1953,1606
Henry Ford,Business,N,1549,1953,1607
William Ford,Business,N,1549,1953,1608
Alcide de Gasperi,Politics & Gov,N,1550,1953,1609
Charles Erwin Wilson,Business,N,1551,1953,1610
Mickey Mantle,Sports,N,1552,1953,1611
Lyndon B. Johnson,Politics & Gov,N,1553,1953,1612
James H. Kindelberger,Business,N,1554,1953,1613
George Washington,Politics & Gov,N,1555,1953,1614
Walter Ulbricht,Politics & Gov,N,1556,1953,1615
Lavrenty Beria,Politics & Gov,N,1557,1953,1616
Cornelius Shields,Sports,N,1558,1953,1617
Allen Welsh Dulles,Politics & Gov,N,1559,1953,1618
Shirley Booth,Entertainment,N,1560,1953,1619
Christian A. Herter,Politics & Gov,N,1561,1953,1620
Alfred Kinsey,Science,N,1562,1953,1621
Konrad Adenauer,Politics & Gov,N,1563,1953,1622
Audrey Hepburn,Entertainment,N,1564,1953,1623
Adolfo Ruiz Cortines,Politics & Gov,N,1565,1953,1624
Lewis Strauss,Military,N,1566,1953,1625
Henri Navarre,Military,N,1567,1953,1626
Neil H. McElroy,Military,N,1568,1953,1627
John Foster Dulles,Military,N,1569,1953,1628
William Jansen,Education,N,1570,1953,1629
Queen Frederika,Royalty,N,1571,1953,1630
Johnny Lattner,Sports,N,1572,1953,1631
